# source lat long PCM_LABELS
3900367_042.BRECKOWENS -49.578 0.078 2
3900367_043.BRECKOWENS -49.899 1.036 2
3900367_044.BRECKOWENS -49.948 1.296 2
3900367_045.BRECKOWENS -49.720 2.817 2
3900420_117.DEANROEMMICH -49.719 0.277 2
3900423_137.DEANROEMMICH -49.252 0.417 2
3900423_138.DEANROEMMICH -49.863 2.754 2
3900423_139.DEANROEMMICH -48.775 4.163 2
3900423_140.DEANROEMMICH -49.163 6.268 2
3900423_141.DEANROEMMICH -49.448 6.588 2
3900423_142.DEANROEMMICH -49.588 6.744 2
3900423_148.DEANROEMMICH -49.715 8.242 2
3900423_149.DEANROEMMICH -49.716 7.798 2
3900423_150.DEANROEMMICH -49.552 7.882 2
3900423_151.DEANROEMMICH -49.855 8.251 2
3900424_135.DEANROEMMICH -49.142 3.768 2
3900424_136.DEANROEMMICH -49.567 4.699 2
3900427_144.DEANROEMMICH -45.706 1.221 2
3900427_145.DEANROEMMICH -46.465 2.443 2
3900427_146.DEANROEMMICH -47.704 2.513 2
3900427_147.DEANROEMMICH -47.034 4.869 2
3900603_087.ARIELTROISI -44.417 0.145 2
3900603_088.ARIELTROISI -44.677 1.457 2
3900603_089.ARIELTROISI -45.625 2.411 2
3900603_090.ARIELTROISI -46.178 4.430 2
3900603_091.ARIELTROISI -44.545 5.660 0
3900603_092.ARIELTROISI -43.825 6.140 0
3900603_093.ARIELTROISI -44.079 7.207 2
3900603_094.ARIELTROISI -45.194 7.843 0
3900603_095.ARIELTROISI -45.712 9.075 2
3900606_129.ARIELTROISI -44.845 0.715 0
3900606_130.ARIELTROISI -45.123 2.342 0
3900606_131.ARIELTROISI -44.312 3.451 0
3900606_132.ARIELTROISI -44.216 4.559 0
3900606_133.ARIELTROISI -44.418 5.615 0
3900606_134.ARIELTROISI -45.059 7.481 2
3900606_135.ARIELTROISI -46.148 8.510 0
3900606_136.ARIELTROISI -46.961 9.945 0
3900636_175.DEANROEMMICH -44.134 0.177 0
3900636_176.DEANROEMMICH -44.332 0.961 0
3900636_177.DEANROEMMICH -44.680 2.280 0
3900636_178.DEANROEMMICH -45.447 3.659 0
3900636_179.DEANROEMMICH -46.034 4.736 2
3900636_180.DEANROEMMICH -45.664 5.450 2
3900636_181.DEANROEMMICH -44.807 6.779 2
3900636_182.DEANROEMMICH -44.597 7.320 0
3900636_183.DEANROEMMICH -44.377 7.808 2
3900636_184.DEANROEMMICH -44.509 8.338 0
3900636_185.DEANROEMMICH -44.819 8.546 0
3900636_186.DEANROEMMICH -45.270 8.800 0
3900654_116.GREGORYC.JOHNSON -45.950 1.155 2
3900654_117.GREGORYC.JOHNSON -46.760 2.846 2
3900654_118.GREGORYC.JOHNSON -47.475 2.383 0
3900654_119.GREGORYC.JOHNSON -47.901 3.883 0
3900654_120.GREGORYC.JOHNSON -46.820 4.926 2
3900654_121.GREGORYC.JOHNSON -46.530 3.638 0
3900654_122.GREGORYC.JOHNSON -47.726 3.067 0
3900654_123.GREGORYC.JOHNSON -47.359 5.286 2
3900654_124.GREGORYC.JOHNSON -46.289 4.579 2
3900654_125.GREGORYC.JOHNSON -47.215 3.884 2
3900654_126.GREGORYC.JOHNSON -46.568 5.737 2
3900654_127.GREGORYC.JOHNSON -45.508 5.351 2
3900654_128.GREGORYC.JOHNSON -44.717 7.263 2
3900654_129.GREGORYC.JOHNSON -46.561 9.870 0
3900654_132.GREGORYC.JOHNSON -44.691 9.739 0
3900654_133.GREGORYC.JOHNSON -44.032 9.458 0
3900654_162.GREGORYC.JOHNSON -42.099 7.123 0
3900654_163.GREGORYC.JOHNSON -42.316 7.505 0
3900654_164.GREGORYC.JOHNSON -42.366 8.372 0
3900654_165.GREGORYC.JOHNSON -42.246 8.474 0
3900654_166.GREGORYC.JOHNSON -42.063 8.522 0
3900654_167.GREGORYC.JOHNSON -42.075 8.275 0
3900654_172.GREGORYC.JOHNSON -42.033 7.179 0
3900654_173.GREGORYC.JOHNSON -42.144 6.569 0
3900654_174.GREGORYC.JOHNSON -42.399 5.939 0
