# source lat long PCM_LABELS
3901642_011.BirgitKLEIN 42.599 299.491 2
3901642_012.BirgitKLEIN 42.684 298.856 2
3901642_013.BirgitKLEIN 42.895 298.947 2
3901642_014.BirgitKLEIN 43.048 299.375 2
3901642_015.BirgitKLEIN 43.054 299.178 2
3901642_016.BirgitKLEIN 43.124 299.389 2
3901642_017.BirgitKLEIN 43.085 299.409 2
3901642_018.BirgitKLEIN 43.268 299.665 0
3901642_019.BirgitKLEIN 43.267 299.490 0
3901642_020.BirgitKLEIN 43.184 299.207 2
3901642_021.BirgitKLEIN 43.149 298.858 0
3901642_022.BirgitKLEIN 43.109 299.038 0
3901642_023.BirgitKLEIN 43.135 299.292 0
3901642_024.BirgitKLEIN 43.108 299.164 0
3901642_025.BirgitKLEIN 43.065 298.880 0
3901642_026.BirgitKLEIN 43.133 299.318 0
3901642_027.BirgitKLEIN 42.983 299.978 0
3901642_028.BirgitKLEIN 42.597 299.777 0
3901642_029.BirgitKLEIN 42.734 299.832 0
3901642_030.BirgitKLEIN 42.929 299.981 0
3901642_031.BirgitKLEIN 42.634 299.498 0
3901642_032.BirgitKLEIN 42.673 299.028 0
3901642_033.BirgitKLEIN 42.639 298.895 0
3901642_034.BirgitKLEIN 42.758 299.267 0
3901642_035.BirgitKLEIN 42.782 299.543 0
3901642_036.BirgitKLEIN 42.387 299.470 2
3901642_037.BirgitKLEIN 41.897 298.868 2
3901642_038.BirgitKLEIN 41.527 298.223 2
3901642_039.BirgitKLEIN 41.165 297.135 2
3901642_040.BirgitKLEIN 41.102 297.000 2
3901642_041.BirgitKLEIN 40.951 296.969 3
3901642_042.BirgitKLEIN 40.870 297.486 2
3901642_043.BirgitKLEIN 40.615 296.740 2
3901642_044.BirgitKLEIN 40.875 297.542 2
3901642_045.BirgitKLEIN 40.891 297.600 0
6900910_098.ChristineCoatanoan 40.068 293.754 3
6900910_099.ChristineCoatanoan 40.987 295.125 3
6900910_100.ChristineCoatanoan 40.527 297.255 2
6900910_101.ChristineCoatanoan 40.922 297.737 2
6900910_102.ChristineCoatanoan 40.852 296.786 2
6900910_103.ChristineCoatanoan 40.278 296.736 2
6900910_113.ChristineCoatanoan 41.161 299.483 2
6900910_114.ChristineCoatanoan 40.517 299.021 2
6901217_026.BirgitKLEIN 40.440 297.846 2
6901217_027.BirgitKLEIN 40.731 299.727 2
6901217_028.BirgitKLEIN 41.073 299.826 2
6901217_029.BirgitKLEIN 41.128 299.557 2
6901217_030.BirgitKLEIN 40.908 299.019 2
6901217_031.BirgitKLEIN 40.594 298.696 2
6901217_032.BirgitKLEIN 40.487 297.769 2
6901217_033.BirgitKLEIN 40.116 296.584 2
6902563_026.BirgitKLEIN 42.197 299.807 0
6902563_027.BirgitKLEIN 42.124 299.443 2
6902563_028.BirgitKLEIN 42.083 298.543 0
6902563_029.BirgitKLEIN 42.076 298.045 0
6902563_030.BirgitKLEIN 42.086 296.999 0
6902563_031.BirgitKLEIN 42.000 296.306 0
6902563_032.BirgitKLEIN 41.832 296.407 0
6902563_033.BirgitKLEIN 41.396 296.907 2
6902563_034.BirgitKLEIN 41.049 296.751 0
6902563_035.BirgitKLEIN 41.056 296.675 0
6902563_036.BirgitKLEIN 41.131 296.554 0
6902563_037.BirgitKLEIN 41.318 296.150 0
6902563_038.BirgitKLEIN 41.199 295.261 0
